,course_id,title,credit,description,faculty,department,prerequesite,corequesite,prof name,semesters
4635,FIGI GIG2,Career Seminars for U3 Students,0.0,"FIGI : Designed for all final year science students, this seminar series will focus on educating and exposing students to a variety of career options.  Meetings will vary from company tours, to guest speakers, to meeting industry leaders.  This is your chance to see first-hand the career opportunities that lay beyond the Roddick gates.    ",Faculty of Science,Science,,,{},set()
4636,FIGI GIG3,,0.0,"FIGI : Designed for all final year Bachelor of Science and Bachelor of Arts and Science students, this seminar series will focus on options after graduation including internships, graduate school, options in the workforce and changing career paths.    ",Faculty of Science,Science,,,{},set()
4637,FIGN CPRT,CPR Training for Nurses,0.0,FIGN : CPR Training for Nursing students.    ,School of Nursing,Ingram School of Nursing,,,{},"{'Fall', 'Winter'}"
4638,FIGN MPST,Moving Patients Safely Training,0.0,FIGN : Moving Patients Safely Training for Nursing students.    ,School of Nursing,Ingram School of Nursing,,,{},set()
4639,FIGS 196,Freshman Interest Groups,0.0,Freshman Interest Groups    ,Faculty of Science,Science,,,{},{'Fall'}
4640,FILM 279,Introduction to Film History,3.0,"World Cinemas : An introduction to representative periods, movements and styles in the history of cinema, as well as questions of film historiography.

    ",Faculty of Arts,Arts - Dean's Office,,,{'Winter': ['Thomas Lamarre']},{'Winter'}
4641,FILM 499,Internship: World Cinemas,3.0,World Cinemas : Internship with an approved host institution or organization.    ,Faculty of Arts,Arts - Dean's Office,Permission of the World Cinemas Program Chair. ,,{'Winter': ['Giuliana Minghelli']},"{'Fall', 'Winter'}"
4642,FINE 342,Corporate Finance,3.0,"Finance : In-depth study of corporate finance, risk, diversification, portfolio analysis, and capital market theory.    ",Desautels Faculty of Management,Management,MGCR 341 ,,"{'Fall': ['Vadim di Pietro', 'Sujata Madan'], 'Winter': ['Sujata Madan', 'Feng Chi', 'Yves Caron'], 'Summer': ['Vadim di Pietro']}","{'Summer', 'Fall', 'Winter'}"
4643,FINE 434,Topics in Finance 1,3.0,Finance : Topics will be selected from current issues in the Finance Area.    ,Desautels Faculty of Management,Management,MGCR 341 ,,"{'Fall': ['Matey Gerov'], 'Winter': ['Matey Gerov']}","{'Fall', 'Winter'}"
4644,FINE 435,Advanced Topics in Finance,3.0,Finance : Advanced topics will be selected from current issues in the Finance Area.    ,Desautels Faculty of Management,Management,MGCR 341 and FINE 441 ,,"{'Winter': ['Anisha Ghosh', 'Sebastien Betermier']}",{'Winter'}
4645,FINE 440,Honours Investment Management Research Project 1,3.0,"Finance : Research work on company, industry, risk management, strategy and macro research reports, contemporary issues in finance presented by market practitioners.    ",Desautels Faculty of Management,Management,,,{'Winter': ['Jan Edvard Ericsson']},{'Winter'}
4646,FINE 441,Investment Management,3.0,"Finance : Application of investment principles and security analysis to the selection and comparison of equity and fixed income securities in the current economic and financial environment. Also covered are: determinants of stock prices, growth models and portfolio diversification.    ",Desautels Faculty of Management,Management,MGCR 341 ,,"{'Fall': ['Larbi Hammami', 'Mohammed M Chaudhury'], 'Winter': ['Mohammed M Chaudhury'], 'Summer': ['Larbi Hammami']}","{'Summer', 'Fall', 'Winter'}"
4647,FINE 442,Capital Markets and Institutions,3.0,"Finance : Functions of the capital market through flow of funds analysis and an examination of portfolio activities of financial intermediaries. Also covered are: securities regulations and ethical considerations, the term structure of interest rates and risk and rates of return in debt and equity markets.    ",Desautels Faculty of Management,Management,MGCR 341  ,,"{'Fall': ['Laurent Barras'], 'Winter': ['Larbi Hammami']}","{'Fall', 'Winter'}"
4648,FINE 443,Applied Corporate Finance,3.0,"Finance : Concepts and techniques are applied to problems faced by managers in Corporate Finance, such as working capital management, capital budgeting, capital structure, dividend policy, cost of capital, and mergers and acquisition. Application of theory and techniques through case studies.    ",Desautels Faculty of Management,Management,FINE 342  ,,"{'Fall': ['Larbi Hammami'], 'Winter': ['Larbi Hammami'], 'Summer': ['Larbi Hammami']}","{'Summer', 'Fall', 'Winter'}"
4649,FINE 444,Principles and Strategies of Securities Trading,3.0,"Finance : Half theory and half practical exercises using Rotman Interactive Trader software in the trading lab. Theory: principles of trading in different asset classes. Software simulated cases: the actual market environment is simulated where class participants trade in real time. As the market is running, students, given previously prepared strategies, start affecting market prices and see their profit and losses, given the strategies they implement.    ",Desautels Faculty of Management,Management,"MGCR 341, FINE 441 ",,{},set()
4650,FINE 445,Real Estate Finance,3.0,"Finance : Fundamentals of mortgages from the viewpoint of both consumer and the firm. Emphasis on legal, mathematical and financial structure, provides a micro basis for analysis of the functions and performance of the mortgage market, in conjunction with the housing market.    ",Desautels Faculty of Management,Management,MGCR 341  ,,{'Fall': ['Mohammed M Chaudhury']},{'Fall'}
4651,FINE 446,Behavioural Finance,3.0,"Finance : This course will focus on how, why and to what extent our ""humanness"" affects decision making pertaining to financial issues. Until Kahneman and Tversky came out with their landmark work, known as prospect theory, economics was based on the notion that individuals, companies, and even countries make decisions based on their financial self-interest. In fact this is one of the tenets of modern portfolio theory. Topics covered in the course include loss aversion, the disposition effect, the framing effect, and the endowment effect.    ",Desautels Faculty of Management,Management,MGCR 341. ,,{'Fall': ['Kenneth Lester']},{'Fall'}
4652,FINE 447,Venture Capital and Entrepreneurial Finance,3.0,"Finance : This course is designed to provide an introduction to the startup production process with an emphasis on the institutions, processes, and problem solving approaches used in the financing of startup activity. The primary focus of the course is the venture capital industry though classroom discussions will also touch upon alternative funding channels like angel investors, accelerators and incubators, crowdfunding platforms, etc.    ",Desautels Faculty of Management,Management,MGCR 341. ,,{'Winter': ['Jiro Kondo']},{'Winter'}
4653,FINE 448,Financial Derivatives,3.0,"Finance : The course will concentrate on both the analytical and practical aspects of investments in options and futures. The first part of the course concentrates on option and futures valuation, considering both discrete and continuous time models. The second part of the course concentrates on the practical aspects of options and futures trading.    ",Desautels Faculty of Management,Management,MGSC 372 or equivalent. ,,"{'Fall': ['Mohammed M Chaudhury'], 'Winter': ['Patrick Augustin'], 'Summer': ['Stephen Szaura']}","{'Summer', 'Fall', 'Winter'}"
4654,FINE 449,Market Risk Models,3.0,"Finance : Dynamic market risk models including GARCH volatility models, dynamic conditional correlation models, non-normal return distributions, option pricing allowing for skewness and kurtosis, and option risk management using delta, delta-gamma and full-valuation.    ",Desautels Faculty of Management,Management,FINE 441 and MGSC 372 or equivalent. ,,{'Winter': ['Sebastien Betermier']},{'Winter'}
4655,FINE 450,Honours Investment Management Research Project 2,3.0,"Finance : Continuation of research work on company, industry, risk management, strategy and macro research reports, contemporary issues in finance presented by market practitioners.    ",Desautels Faculty of Management,Management,FINE 440 ,,{'Winter': ['Jan Edvard Ericsson']},{'Winter'}
4656,FINE 451,Fixed Income Analysis,3.0,"Finance : Fixed income financial instruments and their uses for both financial engineering and risk management (at the trading desk and aggregate firm level). This will involve coverage of fixed income mathematics, risk management concepts, term structure modeling, derivatives valuation and credit risk analysis.    ",Desautels Faculty of Management,Management,FINE 441 ,,"{'Fall': ['Marco Di Sabato'], 'Winter': ['Guillaume Roussellet']}","{'Fall', 'Winter'}"
4657,FINE 452,Applied Quantitative Finance,3.0,"Finance : The course is built around a series of practical applications (backtesting trading strategies, yield curve modelling, derivatives hedging) and consists of lab sessions where lectures are mixed with time and support for solving the tasks in Matlab. No programming experience is required, but a willingness to learn is.    ",Desautels Faculty of Management,Management,MGCR 341 and FINE 441. ,,"{'Fall': ['Jan Edvard Ericsson', 'Evan Zhou']}",{'Fall'}
4658,FINE 455,Alternative Investments,3.0,"Finance : Alternative asset classes and analysis of the expected risk and return on alternative investment strategies including long-short equity, convertible arbitrage, managed futures, and quantitative trading strategies. Alternative investment strategies include commodities, derivatives, hedged strategies, real estate, private equity and venture capital.    ",Desautels Faculty of Management,Management,FINE 441 ,FINE 448 and FINE 451 ,{'Fall': ['Jan Edvard Ericsson']},{'Fall'}
4659,FINE 480,Global Investments,3.0,"Finance : Major principles of international investments and global asset allocation, focusing on recent developments in modeling and predicting global asset returns. Main approaches to stock selection, style investing, and special issues such as indirect diversification and country and industry effects in equity pricing. Use of Datastream and other financial data sources.

    ",Desautels Faculty of Management,Management,"FINE 441, FINE 482 ",,{},set()
4660,FINE 482,International Finance 1,3.0,"Finance : The international financial environment as it affects the multinational manager. Balance of payments concepts, adjustment process of the external imbalances and the international monetary system. In depth study of the institutional and theoretical aspects of foreign exchange markets; international capital markets, including Eurobonds and eurocredit markets.    ",Desautels Faculty of Management,Management,MGCR 341 ,,"{'Fall': ['Sergei Sarkissian', 'Vadim di Pietro'], 'Winter': ['Vadim di Pietro', 'David Lloyd Abramson']}","{'Fall', 'Winter'}"
4661,FINE 492,International Corporate Finance,3.0,"Finance : Focus on the financial and operational management of multinational enterprises including (but not limited to) financing and capital budgeting decisions, corporate
governance and its implications on valuation and control, and recent developments in international capital markets.    ",Desautels Faculty of Management,Management,FINE 342 ,,{'Winter': ['David Schumacher']},{'Winter'}
4662,FINE 541,Applied Investments,3.0,Finance : Students are exposed to practical aspects of managing investment portfolios. A principal activity of students is participation in the management of a substantial investment fund.    ,Desautels Faculty of Management,Management,FINE 441 ,,"{'Winter': ['Kenneth Lester'], 'Fall': ['Kenneth Lester']}","{'Fall', 'Winter'}"
4663,FINE 541D1,Applied Investments,1.5,Finance : Students are exposed to practical aspects of managing investment portfolios. A principal activity of students is participation in the management of a substantial investment fund.    ,Desautels Faculty of Management,Management,MGCR 341 ,,{},set()
4664,FINE 541D2,Applied Investments,1.5,Finance : See FINE 541D1 for course description.    ,Desautels Faculty of Management,Management,FINE 541D1. ,,{},set()
4665,FINE 541N1,Applied Investments,1.5,Finance : Students are exposed to practical aspects of managing investment portfolios. A principal activity of students is participation in the management of a substantial investment fund.    ,Desautels Faculty of Management,Management,FINE 441. Limited enrolment Permission of the instructor. ,,{'Winter': ['Kenneth Lester']},{'Winter'}
4666,FINE 541N2,Applied Investments,1.5,Finance : See FINE 541N1 for course description.    ,Desautels Faculty of Management,Management,FINE 541N1 ,,{'Fall': ['Kenneth Lester']},{'Fall'}
4667,FINE 547,Advanced Finance Seminar,3.0,"Finance : Selected topics will be discussed by Faculty members, invited guest speakers, and the students. Each student is required to select a topic for study and prepare a written report for presentation.    ",Desautels Faculty of Management,Management,FINE 441 and FINE 443. MGCR 651. ,,{'Fall': ['Vihang R Errunza']},{'Fall'}
